Geschäfts-Nr.: HG120259-O U/dz	 #### HG120259	1	0a7541bd-90b8-42a7-bd15-051fdb28a6c0.txt	CITED
Zusammenfassend ist festzuhalten, dass keines der von der Klägerin angerufenen behördlichen Schreiben eine Kontamination von Drittgrundstücken erwähnt. Zwar wird festgehalten, dass sich die weiteren Untersuchungen auch auf das Umfeld des Standortes beziehen sollen. Dies ergibt sich insbesondere aus dem Schreiben der SESA vom 29. August 2008 (act. 3/12), worin diese festhält: "Cela veut dire que les travaux d'investigation de votre site doivent couvrir non seulement votre terrain, mais également ceux qui se situent à l'extérieur et sous lesquels transite le panache de la pollution". Dass Untersuchungen auch ausserhalb des Grundstücks vorzunehmen sind, ist jedoch noch kein Hinweis darauf, dass Kontaminationen von Drittgrundstücken befürchtet werden. Wie die Beklagte zutreffend ausführt, müssen gemäss Art. 9 Abs. 2 lit. b AltlV Untersuchungen im Abstrombereich zur Beurteilung der Sanierungsbedürftigkeit eines belasteten Standortes hinsichtlich des Schutzes des Grundwassers vorgenommen werden (act. 24 Rz. 138). Dies wird auch durch das Schreiben der SESA vom 23. Dezember 2011 bestätigt, auf welches sich die Beklagte beruft (act. 3/25, act. 24 Rz. 122). Darin wird festgehalten: "In unserem Schreiben vom 1. November d. J. haben wir erwähnt, dass weitere Analysen zum Zwecke einer besseren Charakterisierung der Schadstofffahne nicht erforderlich seien. Schliesslich muss nicht die Fahne gereinigt werden, sondern ihr Ursprung muss entdeckt und behoben werden. Die Stellen, an denen die Probenahme im Abstrom erfolgt, sind zur Beurteilung der weiteren Entwicklung der Verunreinigung und der Wirksamkeit der getroffenen Reinigungsmassnahmen von Bedeutung. Zur Gewährleistung dieser Überwachung reicht das Netzwerk aus im Abstrom bereits eingerichteten Piezometern aus." Dies belegt, dass es bei den im Abstrombereich vorgenommenen Untersuchungen gerade nicht darum ging, eine Belastung von Drittgrundstücken festzustellen.	 #### Art. 9 Abs. 2 lit. b AltlV	1	0a7541bd-90b8-42a7-bd15-051fdb28a6c0.txt	CITED
4.3.Fazit	citation_empty	0	0a7541bd-90b8-42a7-bd15-051fdb28a6c0.txt	NO
Es fehlt an einer behördlich festgestellten Kontamination von Drittgrundstücken. Selbst wenn man – im Sinne der Klägerin – die Verfügungen vom 14. April 2009 und 13. Mai 2009 als "governmental clean-up order" betrachten würde, so fehlt diesen Anordnungen der erforderliche Bezug zu Kontaminationen von Drittgrundstücken. Auch aus diesem Grund wäre die Klage abzuweisen.	citation_empty	0	0a7541bd-90b8-42a7-bd15-051fdb28a6c0.txt	NO
5.                      Zusammenhang zu laufender Untersuchung	citation_empty	0	0a7541bd-90b8-42a7-bd15-051fdb28a6c0.txt	NO
5.1.Parteistandpunkte	citation_empty	0	0a7541bd-90b8-42a7-bd15-051fdb28a6c0.txt	NO
Die Beklagte macht geltend, eine Haftung der Beklagten sei auch deshalb abzulehnen, weil die von der Klägerin als "governmental clean-up order" angesehenen Schreiben der SESA nicht mehr mit einer Untersuchung gemäss Ziffer 4.2 (i) des Vertrages zusammen hingen (act. 24 S. 36). Vielmehr habe die Klägerin selber weitere Untersuchungen in Auftrag gegeben. Insbesondere habe sie eine ergänzende Porenluftuntersuchung ohne jegliche Veranlassung durch eine Behörde in Auftrag gegeben. Basierend darauf seien wiederum auf Veranlassen der Klägerin weitere Untersuchungen durchgeführt worden. Gestützt auf diese zusätzlichen Untersuchungen sei das Schreiben der SESA vom 14. April 2009 ergangen. Zudem mache es den Anschein, dass die Klägerin den Erlass des Schreibens vom 13. Mai 2009 aktiv erwirkt habe. Ebenfalls habe sie offenbar aktiv um Erlass der Sanierungsverfügung ersucht (act. 11 Rz. 140). Ziffer 4.2 (iii) des Aktienkaufvertrages schliesse die Haftung der Beklagten für den Fall aus, dass die Klägerin weitere als jene in Ziffer 4.2 (i) erwähnten Untersuchungen veranlasst oder darum ersucht (act. 24 Rz 120 ff.).	citation_empty	0	0a7541bd-90b8-42a7-bd15-051fdb28a6c0.txt	NO
Die Klägerin macht geltend, die fragliche Klausel im Kaufvertrag beziehe sich nur auf Veranlassung von Untersuchungen bei staatlichen Behörden, nicht aber auf Veranlassung von Untersuchungen bei privaten Institutionen. Zudem hätten die weiteren Untersuchungen im Einvernehmen mit der Beklagten und den Behörden stattgefunden. Schliesslich bestreitet die Klägerin aktiv um Erlass der Abschlussverfügung ersucht zu haben (act. 20 Rz. 239 ff.).	citation_empty	0	0a7541bd-90b8-42a7-bd15-051fdb28a6c0.txt	NO
5.2.Würdigung	citation_empty	0	0a7541bd-90b8-42a7-bd15-051fdb28a6c0.txt	NO
Die Parteien beziehen sich auf folgende Passage von Ziffer 4.2 (iii) des Aktienkaufvertrags: "(…) it being understood that Purchaser will not demand and will cause the Company not to demand any investigations other than those referred to in Section 3.2 (i) during such 3 year period. (…)" (act. 3/1 S. 25).	citation_empty	0	0a7541bd-90b8-42a7-bd15-051fdb28a6c0.txt	NO
Aus den Akten geht nicht hervor, dass die Porenluftuntersuchung auf behördliche Veranlassung durchgeführt wurde. Die Beklagte legt aber auch nicht dar, inwiefern diese Untersuchung kausal für die anschliessenden Verfahrensschritte der SESA gewesen wären. Sie bestreitet auch nicht substantiiert, dass die Untersuchungen mit ihrem Einverständnis stattgefunden haben (act. 24 Rz. 266). Ausserdem kann der Sinn der Vereinbarung, keine weiteren Untersuchungen anzuregen, nicht darin liegen, der Klägerin das Vorantreiben des Verfahrens zu verbieten. Gerade wenn das AltlV weitgehend ein Zusammenarbeiten mit den Behörden darstellt, so versteht sich von selbst, dass die Klägerin auf einen baldigen Abschluss des Verfahrens drängen durfte, dies umso mehr, als die Parteien eine Befristung vereinbart hatten. Dass die SESA weitere Untersuchungen anforderte, die die Klägerin dann einholte (namentlich Untersuchungsberichte N._____) kann nicht ernsthaft beanstandet werden. Da die Klage aber ohnehin aus anderen Gründen abzuweisen ist, kann die Frage letztlich offen bleiben.	 #### AltlV	1	0a7541bd-90b8-42a7-bd15-051fdb28a6c0.txt	CITED
6.                      Schaden	citation_empty	0	0a7541bd-90b8-42a7-bd15-051fdb28a6c0.txt	NO
6.1.Parteistandpunkte	citation_empty	0	0a7541bd-90b8-42a7-bd15-051fdb28a6c0.txt	NO
Die Klägerin verlangt Ersatz der Sanierungskosten im Umfang von CHF 125'983.90, wobei sie – unter Berufung auf die Verordnung über die Abgabe zur Sanierung von Altlasten (VASA) – unter Sanierungskosten die Kosten für die Voruntersuchung, Detailuntersuchung und Überwachung sowie Ausarbeitung eines Sanierungsprojekts und die Dekontamination einschliesslich Entsorgung der Abfälle subsumiert (act. 20 Rz. 101). Die Klägerin macht geltend, die Parteien hätten sämtliche Kosten im Zusammenhang mit der Sanierung rückwirkend auf die Beklagte überwälzen wollen, sobald ein "governmental clean-up order" ergehe. Im Sinne des Verursacherprinzips habe die Beklagte für sämtliche angefallenen Kosten aufzukommen (act. 20 Rz. 102). Die angefallenen Kosten belegt die Klägerin mit Rechnungen der beauftragten Spezialisten, wobei diese nicht immer ausgewiesen hätten, wie das Verhältnis zwischen Arbeiten auf on-site und off-site Gelände gewesen sei. Für diese Fälle hat die Klägerin die Rechnungen prozentual aufgeteilt, wobei sie als Kriterium die Anzahl der on- resp. off-site plazierten Piezometer bzw. der on- resp. off-site vorgenommenen Bohrungen verwendete (act. 1 Rz. 150).	 #### VASA	1	0a7541bd-90b8-42a7-bd15-051fdb28a6c0.txt	CITED
Die Beklagte bestreitet, dass der Vertrag vorsehe, dass Untersuchungskosten zu ersetzen seien bzw. dass die Parteien dies beabsichtigt hätten (act. 24 Rz. 133). Darüber hinaus wären ohnehin nur jene Kosten zu ersetzen, die direkt infolge der Schreiben vom 14. April 2009 und 13. Mai 2009 angefallen seien. Ein Ersatz der Kosten, die vorher angefallen seien, seien ausgeschlossen (act. 24 Rz. 135). Überdies bemängelt die Beklagte ungenügende Substantiierung des Schadens, insbesondere sei nicht hinreichend dargelegt, welche Kosten weshalb mit off-site Untersuchungen zusammenhingen (act. 24 Rz. 137). Zudem lege die Klägerin auch nicht eindeutig dar, welche der Untersuchungen mit Bezug auf off-site Kontaminationen ergangen seien und welche lediglich gemäss Art. 9 Abs. 2 lit. b AltlV nötig gewesen seien, um Kontaminationen on-site festzustellen (act. 24 Rz. 139).	 #### Art. 9 Abs. 2 lit. b AltlV	1	0a7541bd-90b8-42a7-bd15-051fdb28a6c0.txt	CITED
6.2.Würdigung	citation_empty	0	0a7541bd-90b8-42a7-bd15-051fdb28a6c0.txt	NO
Der Vertrag definiert nicht, welche Kosten unter "damage or loss" fallen. Die Klägerin behauptet, es habe dem tatsächlichen Willen der Parteien entsprochen, dass darunter auch Untersuchungskosten fielen und zwar rückwirkend, offeriert hierzu jedoch keine Beweismittel. Da der tatsächliche Willen der Parteien diesbezüglich nicht festgestellt werden kann, wäre eine normative Auslegung vorzunehmen. Die Frage kann jedoch offen bleiben. Der Vollständigkeit halber sei darauf hingewiesen, dass sich weder aus der Verordnung über die Abgabe zur Sanierung von Altlasten (VASA) noch aus dem Verursacherprinzip für die vorliegende Vereinbarung etwas ableiten lässt: Wie die Beklagte zu Recht einwendet, geht es vorliegend nicht um eine gesetzliche Haftung. Mit Ziffer 4.2 (iii) haben die Parteien eine davon unabhängige Haftungsregelung getroffen.	 #### VASA	1	0a7541bd-90b8-42a7-bd15-051fdb28a6c0.txt	CITED
Die Klägerin müsste darlegen, welche Kosten ihr durch Untersuchungen entstanden sind, die zur Feststellung von Kontaminationen von off-site Grundstücken durchgeführt wurden, und dies mit entsprechenden Beweisen belegen. Da die ausführenden Spezialisten auf ihren Rechnungen nicht immer ausgewiesen haben, ob die Rechnung Untersuchungen auf on- oder off-site-Gelände betrafen, stützt sich die Klägerin auf das Verhältnis zwischen den on- und off-site plazierten Piezometern bzw. den on- und off-site vorgenommenen Bohrungen. Dieses Vorgehen ist jedoch fraglich. Wie bereits ausgeführt, sieht Art. 9 Abs. 2 lit. b AltlV vor, dass ein belasteter Standort hinsichtlich des Grundwasserschutzes unter anderem dann als sanierungsbedürftig gilt, wenn im Abstrombereich unmittelbar beim Standort die Konzentration von Stoffen, die vom Standort stammen, bestimmte Werte überschreitet. Eine Messung der Verschmutzung im Abstrombereich ist somit, entgegen der Darstellung der Klägerin, bereits zur Feststellung der Sanierungsbedürftigkeit eines Standortes erforderlich und deutet nicht auf eine Kontamination von Drittgrundstücken hin. Die Anzahl der ausserhalb der Parzelle … plazierten Piezometer bzw. vorgenommenen Bohrungen ist somit von vornherein kein geeignetes Mittel um die entstandenen Kosten on- oder off-site Kontaminationen zuzuordnen. Überdies begründet die Klägerin nicht näher, wie sie das on-/off-site Verhältnis der einzelnen Rechnungsbeträge berechnet. So macht sie beispielsweise geltend, der off-site Anteil des Rechnungsbetrages der Rechnung vom 30. November 2007 (act. 3/28) betrage 88%, ohne jedoch genauer zu erklären, geschweige denn zu belegen, worauf sie diesen Prozentsatz stützt (act. 1 Rz. 153). Zum Vergleich: Bei der nächsten Rechnung vom 10. Dezember 2007 (act. 3/29) geht die Klägerin von einem off-site Anteil von 46% aus – auch hier ohne näher zu begründen oder zu belegen, worauf sie diese Annahme stützt (act. 1 Rz. 154). Obwohl die Beklagte diesbezüglich mangelnde Substantiierung geltend machte (z.B. act. 11 Rz. 269 ff., act. 24 Rz. 137 ff.), hat die Klägerin diese Behauptungen weder näher begründet noch Beweismittel dafür offeriert. Sie ist somit ihrer Behauptungspflicht bezüglich des Schadens nicht nachgekommen. Aufgrund ihrer Behauptungen ist nicht nachvollziehbar, welche Kosten im Zusammenhang mit Untersuchungen hinsichtlich on- oder off-site Gelände angefallen sind.	 #### Art. 9 Abs. 2 lit. b AltlV	1	0a7541bd-90b8-42a7-bd15-051fdb28a6c0.txt	CITED
6.3.Fazit	citation_empty	0	0a7541bd-90b8-42a7-bd15-051fdb28a6c0.txt	NO
Selbst wenn die übrigen Haftungsvoraussetzungen erfüllt wären, wäre die Klage mangels eines hinreichend und rechtsgenügend behaupteten bzw. begründeten und belegten Schadens abzuweisen.	citation_empty	0	0a7541bd-90b8-42a7-bd15-051fdb28a6c0.txt	NO
7.                      Zusammenfassung	citation_empty	0	0a7541bd-90b8-42a7-bd15-051fdb28a6c0.txt	NO
Unter "governmental clean-up order" ist nach normativer Auslegung einzig eine behördliche Verfügung/Anordnung zu verstehen, mit welcher die eigentlichen Sanierungsmassnahmen i.S.v. Art. 16 AltlV – also nicht bloss Massnahmen, welche der Untersuchung dienen – definiert und angeordnet werden. Ein davon abweichender übereinstimmender gegenseitiger Parteiwillen wurde nicht nachgewiesen. Vorliegend fehlt es an einer solchen haftungsauslösenden Verfügung, zumal sich das Altlastenverfahren bei Ablauf der Dreijahresfrist seit dem Closing noch im Untersuchungsstadium befand. Überdies wurde weder eine "Off-Site Contamination" festgestellt noch weisen die von der Klägerin als massgeblich betrachteten Schreiben einen Bezug zu Drittgrundstücken auf. Die Klage ist daher abzuweisen. Selbst wenn man davon ausgehen würde, dass diese beiden Haftungsvoraussetzungen gegeben wären, wäre die Klage abzuweisen, da die Klägerin den geltend gemachten Schaden nicht hinreichend behauptet bzw. begründet und belegt hat.	 #### Art. 16 AltlV	1	0a7541bd-90b8-42a7-bd15-051fdb28a6c0.txt	CITED
8.                      Kosten- und Entschädigungsfolgen	citation_empty	0	0a7541bd-90b8-42a7-bd15-051fdb28a6c0.txt	NO
8.1.Gerichtskosten	citation_empty	0	0a7541bd-90b8-42a7-bd15-051fdb28a6c0.txt	NO
Die Höhe der Gerichtsgebühr bestimmt sich nach der Gebührenverordnung des Obergerichts (GebV OG) und richtet sich in erster Linie nach dem Streitwert bzw. nach dem tatsächlichen Streitinteresse, dem Zeitaufwand des Gerichts sowie der Schwierigkeit des Falles. Vorliegend beträgt der Streitwert CHF 225'938.90. Unter Berücksichtigung von § 4 Abs. 1 und 2 GebV OG ist eine volle Gerichtsgebühr geschuldet. Ausgangsgemäss sind die Gerichtskosten der Klägerin aufzuerlegen (Art. 106 Abs. 1 ZPO). Die Klägerin leistete in Anwendung von Art. 98 ZPO einen Vorschuss für die Gerichtskosten. Die Gerichtskosten sind aus diesem Vorschuss zu beziehen.	 #### Art. 106 Abs. 1 ZPO #### Art. 98 ZPO	2	0a7541bd-90b8-42a7-bd15-051fdb28a6c0.txt	CITED
8.2.Parteientschädigungen	citation_empty	0	0a7541bd-90b8-42a7-bd15-051fdb28a6c0.txt	NO
Die Parteientschädigung für die Kosten der berufsmässigen Vertretung ist nach der Verordnung über die Anwaltsgebühren zu bemessen. Grundlage ist auch hier der Streitwert (§ 2 Abs. 1 lit. a AnwGebV). Die Grundgebühr ist mit der Begründung bzw. Beantwortung der Klage verdient (§ 11 Abs. 1 und 2 AnwGebV). Hinzu kommen Zuschläge gemäss § 11 Abs. 2 AnwGebV. Ausgangsgemäss ist der Beklagten eine Parteientschädigung von sieben Fünfteln der Grundgebühr zuzusprechen.	citation_empty	0	0a7541bd-90b8-42a7-bd15-051fdb28a6c0.txt	NO
Das Gericht beschliesst:	citation_empty	0	0a7541bd-90b8-42a7-bd15-051fdb28a6c0.txt	NO
1. Im Betrag von CHF 100'000.– wird das Verfahren zufolge Klagerückzugs erledigt abgeschrieben.	citation_empty	0	0a7541bd-90b8-42a7-bd15-051fdb28a6c0.txt	NO
2. Die Kosten- und Entschädigungsfolgen werden im nachfolgenden Erkenntnis geregelt.	citation_empty	0	0a7541bd-90b8-42a7-bd15-051fdb28a6c0.txt	NO
3. Schriftliche Mitteilung an die Parteien mit nachstehendem Erkenntnis.	citation_empty	0	0a7541bd-90b8-42a7-bd15-051fdb28a6c0.txt	NO
und erkennt sodann:	citation_empty	0	0a7541bd-90b8-42a7-bd15-051fdb28a6c0.txt	NO
1. Die Klage wird im verbleibenden Betrag abgewiesen.	citation_empty	0	0a7541bd-90b8-42a7-bd15-051fdb28a6c0.txt	NO
2. Die Gerichtsgebühr wird festgesetzt auf CHF 14'000.–.	citation_empty	0	0a7541bd-90b8-42a7-bd15-051fdb28a6c0.txt	NO
3. Die Kosten werden der Klägerin auferlegt.	citation_empty	0	0a7541bd-90b8-42a7-bd15-051fdb28a6c0.txt	NO
4. Die Klägerin wird verpflichtet, der Beklagten eine Parteientschädigung von CHF 23'500.– zu bezahlen.	citation_empty	0	0a7541bd-90b8-42a7-bd15-051fdb28a6c0.txt	NO
5. Schriftliche Mitteilung an die Parteien.	citation_empty	0	0a7541bd-90b8-42a7-bd15-051fdb28a6c0.txt	NO
6. Eine bundesrechtliche Beschwerde gegen diesen Entscheid ist innerhalb von 30 Tagen von der Zustellung an beim Schweizerischen Bundesgericht, 1000 Lausanne 14, einzureichen. Zulässigkeit und Form einer solchen Beschwerde richten sich nach Art. 72 ff. (Beschwerde in Zivilsachen) oder Art. 113 ff. (subsidiäre Verfassungsbeschwerde) in Verbindung mit Art. 42 und 90 ff. des Bundesgesetzes über das Bundesgericht (BGG). Der Streitwert beträgt CHF 225'938.90.	 #### BGG	1	0a7541bd-90b8-42a7-bd15-051fdb28a6c0.txt	CITED
	citation_empty	0	0a7541bd-90b8-42a7-bd15-051fdb28a6c0.txt	NO
	citation_empty	0	0a7541bd-90b8-42a7-bd15-051fdb28a6c0.txt	NO
